Unit,Question,Answer
VISUAL 4 - UNIT 15,"""Can you eat fire?""","""Yes, I can eat fire."" / ""No, I cannot eat fire."""
VISUAL 4 - UNIT 15,"""Is performing as a fire eater interesting or boring?""","""Performing as a fire eater is interesting."" / ""Performing as a fire eater is boring."""
VISUAL 4 - UNIT 15,"""Is performing as a fire eater easy or difficult?""","""Performing as a fire eater is easy."" / ""Performing as a fire eater is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as a fire eater safe or dangerous?""","""Performing as a fire eater is safe."" / ""Performing as a fire eater is dangerous."""
VISUAL 4 - UNIT 15,"""Who is eating fire?""","""A woman is eating fire."""
VISUAL 4 - UNIT 15,"""Who is eating fire?""","""A donkey is eating fire."""
VISUAL 4 - UNIT 15,"""Who is he?""","""He is a trapeze artist."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A trapeze artist is performing."""
VISUAL 4 - UNIT 15,"""Can you be a trapeze artist?""","""Yes, I can be a trapeze artist."" / ""No, I cannot be a trapeze artist."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a trapeze artist."""
VISUAL 4 - UNIT 15,"""Can you perform trapeze tricks?""","""Yes, I can perform trapeze tricks."" / ""No, I cannot perform trapeze tricks."""
VISUAL 4 - UNIT 15,"""Do you want to watch a trapeze show?""","""Yes, I want to watch a trapeze show."" / ""No, I do not want to watch a trapeze show."""
VISUAL 4 - UNIT 15,"""Is performing as a trapeze artist interesting or boring?""","""Performing as a trapeze artist is interesting."" / ""Performing as a trapeze artist is boring."""
VISUAL 4 - UNIT 15,"""Is performing as a trapeze artist easy or difficult?""","""Performing as a trapeze artist is easy."" / ""Performing as a trapeze artist is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as a trapeze artist safe or dangerous?""","""Performing as a trapeze artist is safe."" / ""Performing as a trapeze artist is dangerous."""
VISUAL 4 - UNIT 15,"""Who is on the trapeze?""","""A dog is on the trapeze."""
VISUAL 4 - UNIT 15,"""Who is performing trapeze tricks?""","""Mice are performing trapeze tricks."""
VISUAL 4 - UNIT 15,"""Who is on the trapeze?""","""A woman is on the trapeze."""
VISUAL 4 - UNIT 15,"""Who is on the trapeze?""","""Two men are on the trapeze."""
VISUAL 4 - UNIT 15,"""Who is he?""","""He is a strongman."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A strongman is performing."""
VISUAL 4 - UNIT 15,"""Can you be a strongman?""","""Yes, I can be a strongman."" / ""No, I cannot be a strongman."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a strongman."""
VISUAL 4 - UNIT 15,"""Do you want to watch a strongman's show?""","""Yes, I want to watch a strongman's show."" / ""No, I do not want to watch a strongman's show."""
VISUAL 4 - UNIT 15,"""Is performing as a strongman interesting or boring?""","""Performing as a strongman is interesting."" / ""Performing as a strongman is boring."""
VISUAL 4 - UNIT 15,"""Is performing as a strongman easy or difficult?""","""Performing as a strongman is easy."" / ""Performing as a strongman is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as a strongman safe or dangerous?""","""Performing as a strongman is safe."" / ""Performing as a strongman is dangerous."""
VISUAL 4 - UNIT 15,"""Is he a strong man or a strong woman?""","""He is a strong man."""
VISUAL 4 - UNIT 15,"""Who is he?""","""He is a mime."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A mime is performing."""
VISUAL 4 - UNIT 15,"""Can you mime?""","""Yes, I can mime."" / ""No, I cannot mime."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a mime."""
VISUAL 4 - UNIT 15,"""Do you want to see a mime show?""","""Yes, I want to see a mime show."" / ""No, I do not want to see a mime show."""
VISUAL 4 - UNIT 15,"""Is performing as a mime interesting or boring?""","""Performing as a mime is interesting."" / ""Performing as a mime is boring."""
VISUAL 4 - UNIT 15,"""Is performing as a mime easy or difficult?""","""Performing as a mime is easy."" / ""Performing as a mime is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as a mime safe or dangerous?""","""Performing as a mime is safe."" / ""Performing as a mime is dangerous."""
VISUAL 4 - UNIT 15,"""Who is miming?""","""A cow is miming."""
VISUAL 4 - UNIT 15,"""Who is she?""","""She is a stilt walker."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A stilt walker is performing."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a stilt walker."""
VISUAL 4 - UNIT 15,"""Can you be a stilt walker?""","""Yes, I can be a stilt walker."" / ""No, I cannot be a stilt walker."""
VISUAL 4 - UNIT 15,"""Who is she?""","""She is a rope walker."""
VISUAL 4 - UNIT 15,"""Who is performing?""","""A rope walker is performing."""
VISUAL 4 - UNIT 15,"""Can you rope walk?""","""Yes, I can rope walk."" / ""No, I cannot rope walk."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about a rope walker."""
VISUAL 4 - UNIT 15,"""Can you be a rope walker?""","""Yes, I can be a rope walker."" / ""No, I cannot be a rope walker."""
VISUAL 4 - UNIT 15,"""Do you want to watch a rope walking show?""","""Yes, I want to watch a rope walking show."" / ""No, I do not want to watch a rope walking show."""
VISUAL 4 - UNIT 15,"""Is performing as a rope walker interesting or boring?""","""Performing as a rope walker is interesting."" / ""Performing as a rope walker is boring."""
VISUAL 4 - UNIT 15,"""Is performing as a rope walker easy or difficult?""","""Performing as a rope walker is easy."" / ""Performing as a rope walker is difficult."""
VISUAL 4 - UNIT 15,"""Is performing as a rope walker safe or dangerous?""","""Performing as a rope walker is safe."" / ""Performing as a rope walker is dangerous."""
VISUAL 4 - UNIT 15,"""Can you rope walk in the sky?""","""Yes, I can rope walk in the sky."" / ""No, I cannot rope walk in the sky."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A bear is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A dog is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""An elephant is performing in the circus."""
VISUAL 4 - UNIT 15,"""What is this image about?""","""This image is about circus animals."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A horse is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A lion is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A tiger is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A mouse is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A seal is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A monkey is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A rhino is performing in the circus."""
VISUAL 4 - UNIT 15,"""What animal is performing in the circus?""","""A rabbit is performing in the circus."""
VISUAL 4 - UNIT 15,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 16,"""What is she doing?""","""She is gardening."""
VISUAL 4 - UNIT 16,"""Do you garden in your free time?""","""Yes, I garden in my free time."" / ""No, I do not garden in my free time."""
VISUAL 4 - UNIT 16,"""Do you garden in the summer?""","""Yes, I garden in the summer."" / ""No, I do not garden in the summer."""
VISUAL 4 - UNIT 16,"""Are you good at or bad at gardening?""","""I am good at gardening."" / ""I am bad at gardening."""
VISUAL 4 - UNIT 16,"""Do you have a garden at home?""","""Yes, I have a garden at home."" / ""No, I do not have a garden at home."""
VISUAL 4 - UNIT 16,"""What do you think of gardening?""","""I love gardening."" / ""I hate gardening."" / ""I can't stand gardening."" / ""I don't mind gardening."""
VISUAL 4 - UNIT 16,"""What is this image about?""","""This image is about gardening as a free time activity."""
VISUAL 4 - UNIT 16,"""Who likes gardening in your family?""","""[Insert name] likes gardening in my family."""
VISUAL 4 - UNIT 16,"""Do you like sitting in the garden in the summer?""","""Yes, I like sitting in the garden in the summer."" / ""No, I do not like sitting in the garden in the summer."""
VISUAL 4 - UNIT 16,"""What is she doing?""","""She is travelling."""
VISUAL 4 - UNIT 16,"""Do you travel in the summer vacation?""","""Yes, I travel in the summer vacation."" / ""No, I do not travel in the summer vacation."""
VISUAL 4 - UNIT 16,"""Do you travel with your family?""","""Yes, I travel with my family."" / ""No, I do not travel with my family."""
VISUAL 4 - UNIT 16,"""Do you travel with your friends?""","""Yes, I travel with my friends."" / ""No, I do not travel with my friends."""
VISUAL 4 - UNIT 16,"""What do you think of travelling?""","""I love travelling."" / ""I hate travelling."" / ""I can't stand travelling."" / ""I don't mind travelling."""
VISUAL 4 - UNIT 16,"""Do you want to travel around the world?""","""Yes, I want to travel around the world."" / ""No, I do not want to travel around the world."""
VISUAL 4 - UNIT 16,"""What is this image about?""","""This image is about travelling as a free time activity."""
VISUAL 4 - UNIT 16,"""Do you want to travel to London?""","""Yes, I want to travel to London."" / ""No, I do not want to travel to London."""
VISUAL 4 - UNIT 16,"""Do you want to travel to New York?""","""Yes, I want to travel to New York."" / ""No, I do not want to travel to New York."""
VISUAL 4 - UNIT 16,"""What is he doing?""","""He is skateboarding."""
VISUAL 4 - UNIT 16,"""Do you skateboard in your free time?""","""Yes, I skateboard in my free time."" / ""No, I do not skateboard in my free time."""
VISUAL 4 - UNIT 16,"""Can you skateboard?""","""Yes, I can skateboard."" / ""No, I cannot skateboard."""
VISUAL 4 - UNIT 16,"""Are you good at or bad at skateboarding?""","""I am good at skateboarding."" / ""I am bad at skateboarding."""
VISUAL 4 - UNIT 16,"""What do you think of skateboarding?""","""I love skateboarding."" / ""I hate skateboarding."" / ""I can't stand skateboarding."" / ""I don't mind skateboarding."""
VISUAL 4 - UNIT 16,"""Do you have a skateboard at home?""","""Yes, I have a skateboard at home."" / ""No, I do not have a skateboard at home."""
VISUAL 4 - UNIT 16,"""What is this image about?""","""This image is about skateboarding as a free time activity."""
VISUAL 4 - UNIT 16,"""What is he doing?""","""He is taking a photo."""
VISUAL 4 - UNIT 16,"""Do you take photos in your free time?""","""Yes, I take photos in my free time."" / ""No, I do not take photos in my free time."""
VISUAL 4 - UNIT 16,"""What is she doing?""","""She is taking a photo with a telephone."""
VISUAL 4 - UNIT 16,"""Do you take photos with a phone or camera?""","""I take photos with a phone."" / ""I take photos with a camera."""
VISUAL 4 - UNIT 16,"""Are you good at or bad at taking photos?""","""I am good at taking photos."" / ""I am bad at taking photos."""
VISUAL 4 - UNIT 16,"""Do you have a camera at home?""","""Yes, I have a camera at home."" / ""No, I do not have a camera at home."""
VISUAL 4 - UNIT 16,"""What is this image about?""","""This image is about taking photos as a free time activity."""
VISUAL 4 - UNIT 16,"""What do you think of taking photos?""","""I love taking photos."" / ""I hate taking photos."" / ""I can't stand taking photos."" / ""I don't mind taking photos."""
VISUAL 4 - UNIT 16,"""What is he doing?""","""He is fishing."""
VISUAL 4 - UNIT 16,"""Do you fish in your free time?""","""Yes, I fish in my free time."" / ""No, I do not fish in my free time."""
VISUAL 4 - UNIT 16,"""Do you fish with your family?""","""Yes, I fish with my family."" / ""No, I do not fish with my family."""
VISUAL 4 - UNIT 16,"""Do you fish in the day or at night?""","""I fish in the day."" / ""I fish at night."""
VISUAL 4 - UNIT 16,"""Do you prefer winter or summer fishing?""","""I prefer winter fishing."" / ""I prefer summer fishing."""
VISUAL 4 - UNIT 16,"""Are you good at or bad at fishing?""","""I am good at fishing."" / ""I am bad at fishing."""
VISUAL 4 - UNIT 16,"""What is this image about?""","""This image is about fishing as a free time activity."""
VISUAL 4 - UNIT 16,"""What do you think of fishing?""","""I love fishing."" / ""I hate fishing."" / ""I can't stand fishing."" / ""I don't mind fishing."""
VISUAL 4 - UNIT 16,"""Do you think fishing is interesting or boring?""","""I think fishing is interesting."" / ""I think fishing is boring."""
VISUAL 4 - UNIT 16,"""What is he doing?""","""He is reading."""
VISUAL 4 - UNIT 16,"""Do you read in your free time?""","""Yes, I read in my free time."" / ""No, I do not read in my free time."""
VISUAL 4 - UNIT 16,"""What books do you read in your free time?""","""I read [insert book type, e.g., novels] in my free time."""
VISUAL 4 - UNIT 16,"""Do you prefer reading an e-book or a normal book?""","""I prefer reading an e-book."" / ""I prefer reading a normal book."""
VISUAL 4 - UNIT 16,"""Who likes reading in your family?""","""[Insert name] likes reading in my family."""
VISUAL 4 - UNIT 16,"""What is your favourite book?""","""My favourite book is [insert book title]."""
VISUAL 4 - UNIT 16,"""What are they doing?""","""They are star gazing."""
VISUAL 4 - UNIT 16,"""Do you star gaze in your free time?""","""Yes, I star gaze in my free time."" / ""No, I do not star gaze in my free time."""
VISUAL 4 - UNIT 16,"""Do you star gaze with your friends?""","""Yes, I star gaze with my friends."" / ""No, I do not star gaze with my friends."""
VISUAL 4 - UNIT 16,"""When do we stargaze?""","""We stargaze at night."""
VISUAL 4 - UNIT 16,"""Can you read the stars?""","""Yes, I can read the stars."" / ""No, I cannot read the stars."""
VISUAL 4 - UNIT 16,"""Are you good at or bad at star gazing?""","""I am good at star gazing."" / ""I am bad at star gazing."""
VISUAL 4 - UNIT 16,"""What is this image about?""","""This image is about star gazing as a free time activity."""
VISUAL 4 - UNIT 16,"""What do you think of stargazing?""","""I love stargazing."" / ""I hate stargazing."" / ""I can't stand stargazing."" / ""I don't mind stargazing."""
VISUAL 4 - UNIT 16,"""What is she doing?""","""She is singing."""
VISUAL 4 - UNIT 16,"""Do you sing in your free time?""","""Yes, I sing in my free time."" / ""No, I do not sing in my free time."""
VISUAL 4 - UNIT 16,"""Do you sing in school?""","""Yes, I sing in school."" / ""No, I do not sing in school."""
VISUAL 4 - UNIT 16,"""Do you sing in the shower?""","""Yes, I sing in the shower."" / ""No, I do not sing in the shower."""
VISUAL 4 - UNIT 16,"""Do you sing with your friends?""","""Yes, I sing with my friends."" / ""No, I do not sing with my friends."""
VISUAL 4 - UNIT 16,"""Are you good at or bad at singing?""","""I am good at singing."" / ""I am bad at singing."""
VISUAL 4 - UNIT 16,"""What is this image about?""","""This image is about singing as a free time activity."""
VISUAL 4 - UNIT 16,"""Can you sing?""","""Yes, I can sing."" / ""No, I cannot sing."""
VISUAL 4 - UNIT 16,"""What do you think of singing?""","""I love singing."" / ""I hate singing."" / ""I can't stand singing."" / ""I don't mind singing."""
VISUAL 4 - UNIT 16,"""Do you want to be a singer?""","""Yes, I want to be a singer."" / ""No, I do not want to be a singer."""
VISUAL 4 - UNIT 16,"""Who likes singing in your family?""","""[Insert name] likes singing in my family."""
VISUAL 4 - UNIT 16,"""Who is your favourite singer?""","""My favourite singer is [insert name]."""
VISUAL 4 - UNIT 16,"""What is he doing?""","""He is picking mushrooms."""
VISUAL 4 - UNIT 16,"""Do you pick mushrooms in your free time?""","""Yes, I pick mushrooms in my free time."" / ""No, I do not pick mushrooms in my free time."""
VISUAL 4 - UNIT 16,"""Do you pick mushrooms with your friends?""","""Yes, I pick mushrooms with my friends."" / ""No, I do not pick mushrooms with my friends."""
VISUAL 4 - UNIT 16,"""Do you pick mushrooms with your family?""","""Yes, I pick mushrooms with my family."" / ""No, I do not pick mushrooms with my family."""
VISUAL 4 - UNIT 16,"""Can you pick mushrooms?""","""Yes, I can pick mushrooms."" / ""No, I cannot pick mushrooms."""
